index,Unnamed: 0,trial_id,start_time,end_time,move_onset_time,split,trial_type,trial_version,maze_id,success,target_on_time,go_cue_time,rt,delay,num_targets,target_pos,num_barriers,barrier_pos,active_target
992,992,992,0 days 00:29:04.400000,0 days 00:29:07.441000,0 days 00:29:06.454000,train,35.0,0.0,92.0,True,0 days 00:29:05.300000,0 days 00:29:06.065000,389.0,765.0,1.0,[[ 2 84]],0.0,[],0.0
996,996,996,0 days 00:29:16.500000,0 days 00:29:19.306000,0 days 00:29:18.251000,train,35.0,0.0,92.0,True,0 days 00:29:17.349000,0 days 00:29:17.948000,303.0,599.0,1.0,[[ 2 84]],0.0,[],0.0
1055,1055,1055,0 days 00:32:16.900000,0 days 00:32:19.596000,0 days 00:32:18.604000,val,35.0,0.0,92.0,True,0 days 00:32:17.650000,0 days 00:32:18.315000,289.0,665.0,1.0,[[ 2 84]],0.0,[],0.0
1284,1284,1284,0 days 00:43:51.100000,0 days 00:43:54.001000,0 days 00:43:52.984000,train,35.0,0.0,92.0,True,0 days 00:43:51.815000,0 days 00:43:52.713000,271.0,898.0,1.0,[[ 2 84]],0.0,[],0.0
1376,1376,1376,0 days 00:48:25.800000,0 days 00:48:28.406000,0 days 00:48:27.381000,train,35.0,0.0,92.0,True,0 days 00:48:26.661000,0 days 00:48:27.109000,272.0,448.0,1.0,[[ 2 84]],0.0,[],0.0
1388,1388,1388,0 days 00:49:01.400000,0 days 00:49:03.811000,0 days 00:49:02.755000,train,35.0,0.0,92.0,True,0 days 00:49:02.178000,0 days 00:49:02.493000,262.0,315.0,1.0,[[ 2 84]],0.0,[],0.0
1679,1679,1679,0 days 01:03:38.300000,0 days 01:03:41.506000,0 days 01:03:40.491000,val,35.0,0.0,92.0,True,0 days 01:03:39.217000,0 days 01:03:40.215000,276.0,998.0,1.0,[[ 2 84]],0.0,[],0.0
1710,1710,1710,0 days 01:05:11.700000,0 days 01:05:13.831000,0 days 01:05:12.835000,train,35.0,0.0,92.0,True,0 days 01:05:12.528000,0 days 01:05:12.542000,293.0,14.0,1.0,[[ 2 84]],0.0,[],0.0
1858,1858,1858,0 days 01:12:40.700000,0 days 01:12:43.821000,0 days 01:12:42.792000,train,35.0,0.0,92.0,True,0 days 01:12:41.584000,0 days 01:12:42.466000,326.0,882.0,1.0,[[ 2 84]],0.0,[],0.0
1995,1995,1995,0 days 01:19:36,0 days 01:19:39.116000,0 days 01:19:38.118000,train,35.0,0.0,92.0,True,0 days 01:19:36.908000,0 days 01:19:37.856000,262.0,948.0,1.0,[[ 2 84]],0.0,[],0.0
1997,1997,1997,0 days 01:19:42.200000,0 days 01:19:45.151000,0 days 01:19:44.170000,val,35.0,0.0,92.0,True,0 days 01:19:43.065000,0 days 01:19:43.913000,257.0,848.0,1.0,[[ 2 84]],0.0,[],0.0
2152,2152,2152,0 days 01:27:26.600000,0 days 01:27:29.861000,0 days 01:27:28.738000,train,35.0,0.0,92.0,True,0 days 01:27:27.429000,0 days 01:27:28.394000,344.0,965.0,1.0,[[ 2 84]],0.0,[],0.0
2260,2260,2260,0 days 01:32:48.700000,0 days 01:32:51.231000,0 days 01:32:50.229000,val,35.0,0.0,92.0,True,0 days 01:32:49.442000,0 days 01:32:49.957000,272.0,515.0,1.0,[[ 2 84]],0.0,[],0.0
2360,2360,2360,0 days 01:37:48.200000,0 days 01:37:51.151000,0 days 01:37:50.040000,val,35.0,0.0,92.0,True,0 days 01:37:48.874000,0 days 01:37:49.673000,367.0,799.0,1.0,[[ 2 84]],0.0,[],0.0
2384,2384,2384,0 days 01:39:00.600000,0 days 01:39:03.491000,0 days 01:39:02.361000,val,35.0,0.0,92.0,True,0 days 01:39:01.307000,0 days 01:39:02.089000,272.0,782.0,1.0,[[ 2 84]],0.0,[],0.0
2570,2570,2570,0 days 01:48:22.300000,0 days 01:48:25.221000,0 days 01:48:24.169000,train,35.0,0.0,92.0,True,0 days 01:48:23.071000,0 days 01:48:23.903000,266.0,832.0,1.0,[[ 2 84]],0.0,[],0.0
2631,2631,2631,0 days 01:51:25.300000,0 days 01:51:28.326000,0 days 01:51:27.328000,train,35.0,0.0,92.0,True,0 days 01:51:26.232000,0 days 01:51:27.030000,298.0,798.0,1.0,[[ 2 84]],0.0,[],0.0
2649,2649,2649,0 days 01:52:18.800000,0 days 01:52:21.291000,0 days 01:52:20.263000,train,35.0,0.0,92.0,True,0 days 01:52:19.460000,0 days 01:52:19.975000,288.0,515.0,1.0,[[ 2 84]],0.0,[],0.0
2746,2746,2746,0 days 01:57:11.600000,0 days 01:57:14.821000,0 days 01:57:13.792000,train,35.0,0.0,92.0,True,0 days 01:57:12.535000,0 days 01:57:13.500000,292.0,965.0,1.0,[[ 2 84]],0.0,[],0.0
2757,2757,2757,0 days 01:57:46.100000,0 days 01:57:48.691000,0 days 01:57:47.708000,train,35.0,0.0,92.0,True,0 days 01:57:46.775000,0 days 01:57:47.440000,268.0,665.0,1.0,[[ 2 84]],0.0,[],0.0
897,897,897,0 days 00:24:11.900000,0 days 00:24:14.666000,0 days 00:24:13.645000,train,36.0,0.0,93.0,True,0 days 00:24:12.812000,0 days 00:24:13.344000,301.0,532.0,1.0,[[-105  -76]],0.0,[],0.0
934,934,934,0 days 00:26:02.800000,0 days 00:26:05.791000,0 days 00:26:04.750000,val,36.0,0.0,93.0,True,0 days 00:26:03.694000,0 days 00:26:04.459000,291.0,765.0,1.0,[[-105  -76]],0.0,[],0.0
1003,1003,1003,0 days 00:29:38.400000,0 days 00:29:41.416000,0 days 00:29:40.263000,val,36.0,0.0,93.0,True,0 days 00:29:39.193000,0 days 00:29:39.825000,438.0,632.0,1.0,[[-105  -76]],0.0,[],0.0
1047,1047,1047,0 days 00:31:53.500000,0 days 00:31:56.761000,0 days 00:31:55.482000,train,36.0,0.0,93.0,True,0 days 00:31:54.403000,0 days 00:31:55.151000,331.0,748.0,1.0,[[-105  -76]],0.0,[],0.0
1154,1154,1154,0 days 00:37:16.700000,0 days 00:37:19.376000,0 days 00:37:18.329000,train,36.0,0.0,93.0,True,0 days 00:37:17.582000,0 days 00:37:18.030000,299.0,448.0,1.0,[[-105  -76]],0.0,[],0.0
1178,1178,1178,0 days 00:38:30.500000,0 days 00:38:33.441000,0 days 00:38:32.230000,val,36.0,0.0,93.0,True,0 days 00:38:31.302000,0 days 00:38:31.900000,330.0,598.0,1.0,[[-105  -76]],0.0,[],0.0
1241,1241,1241,0 days 00:41:41.500000,0 days 00:41:44.651000,0 days 00:41:43.666000,train,36.0,0.0,93.0,True,0 days 00:41:42.440000,0 days 00:41:43.372000,294.0,932.0,1.0,[[-105  -76]],0.0,[],0.0
1269,1269,1269,0 days 00:43:07.100000,0 days 00:43:09.921000,0 days 00:43:08.871000,train,36.0,0.0,93.0,True,0 days 00:43:08.033000,0 days 00:43:08.515000,356.0,482.0,1.0,[[-105  -76]],0.0,[],0.0
1275,1275,1275,0 days 00:43:23.900000,0 days 00:43:26.756000,0 days 00:43:25.825000,train,36.0,0.0,93.0,True,0 days 00:43:24.781000,0 days 00:43:25.546000,279.0,765.0,1.0,[[-105  -76]],0.0,[],0.0
1320,1320,1320,0 days 00:45:36.200000,0 days 00:45:39.391000,0 days 00:45:38.353000,train,36.0,0.0,93.0,True,0 days 00:45:37.126000,0 days 00:45:38.008000,345.0,882.0,1.0,[[-105  -76]],0.0,[],0.0
1356,1356,1356,0 days 00:47:24.100000,0 days 00:47:26.906000,0 days 00:47:25.918000,train,36.0,0.0,93.0,True,0 days 00:47:24.843000,0 days 00:47:25.591000,327.0,748.0,1.0,[[-105  -76]],0.0,[],0.0
1598,1598,1598,0 days 00:59:38.700000,0 days 00:59:41.586000,0 days 00:59:40.394000,train,36.0,0.0,93.0,True,0 days 00:59:39.394000,0 days 00:59:40.009000,385.0,615.0,1.0,[[-105  -76]],0.0,[],0.0
1740,1740,1740,0 days 01:06:41.700000,0 days 01:06:44.926000,0 days 01:06:43.843000,train,36.0,0.0,93.0,True,0 days 01:06:42.593000,0 days 01:06:43.508000,335.0,915.0,1.0,[[-105  -76]],0.0,[],0.0
1757,1757,1757,0 days 01:07:35.300000,0 days 01:07:37.936000,0 days 01:07:36.949000,val,36.0,0.0,93.0,True,0 days 01:07:36.236000,0 days 01:07:36.601000,348.0,365.0,1.0,[[-105  -76]],0.0,[],0.0
1819,1819,1819,0 days 01:10:43,0 days 01:10:45.561000,0 days 01:10:44.516000,train,36.0,0.0,93.0,True,0 days 01:10:43.715000,0 days 01:10:44.196000,320.0,481.0,1.0,[[-105  -76]],0.0,[],0.0
1923,1923,1923,0 days 01:16:00.900000,0 days 01:16:03.416000,0 days 01:16:02.418000,train,36.0,0.0,93.0,True,0 days 01:16:01.845000,0 days 01:16:02.077000,341.0,232.0,1.0,[[-105  -76]],0.0,[],0.0
2407,2407,2407,0 days 01:40:09.700000,0 days 01:40:12.451000,0 days 01:40:11.387000,train,36.0,0.0,93.0,True,0 days 01:40:10.446000,0 days 01:40:11.110000,277.0,664.0,1.0,[[-105  -76]],0.0,[],0.0
2596,2596,2596,0 days 01:49:39,0 days 01:49:42.111000,0 days 01:49:41.103000,train,36.0,0.0,93.0,True,0 days 01:49:39.890000,0 days 01:49:40.772000,331.0,882.0,1.0,[[-105  -76]],0.0,[],0.0
2620,2620,2620,0 days 01:50:50.600000,0 days 01:50:53.256000,0 days 01:50:52.244000,val,36.0,0.0,93.0,True,0 days 01:50:51.451000,0 days 01:50:51.916000,328.0,465.0,1.0,[[-105  -76]],0.0,[],0.0
2829,2829,2829,0 days 02:01:29.800000,0 days 02:01:32.906000,0 days 02:01:31.885000,train,36.0,0.0,93.0,True,0 days 02:01:30.584000,0 days 02:01:31.583000,302.0,999.0,1.0,[[-105  -76]],0.0,[],0.0
653,653,653,0 days 00:11:43.600000,0 days 00:11:46.451000,0 days 00:11:45.341000,train,37.0,0.0,95.0,True,0 days 00:11:44.333000,0 days 00:11:45.081000,260.0,748.0,1.0,[[113  79]],0.0,[],0.0
749,749,749,0 days 00:16:38.700000,0 days 00:16:41.876000,0 days 00:16:40.741000,train,37.0,0.0,95.0,True,0 days 00:16:39.479000,0 days 00:16:40.444000,297.0,965.0,1.0,[[113  79]],0.0,[],0.0
856,856,856,0 days 00:22:06.100000,0 days 00:22:08.361000,0 days 00:22:07.354000,train,37.0,0.0,95.0,True,0 days 00:22:06.858000,0 days 00:22:07.073000,281.0,215.0,1.0,[[113  79]],0.0,[],0.0
879,879,879,0 days 00:23:18.400000,0 days 00:23:21.056000,0 days 00:23:20.038000,val,37.0,0.0,95.0,True,0 days 00:23:19.161000,0 days 00:23:19.776000,262.0,615.0,1.0,[[113  79]],0.0,[],0.0
1082,1082,1082,0 days 00:33:37.200000,0 days 00:33:39.681000,0 days 00:33:38.632000,train,37.0,0.0,95.0,True,0 days 00:33:38.064000,0 days 00:33:38.379000,253.0,315.0,1.0,[[113  79]],0.0,[],0.0
1128,1128,1128,0 days 00:35:58,0 days 00:36:01.196000,0 days 00:36:00.122000,train,37.0,0.0,95.0,True,0 days 00:35:58.905000,0 days 00:35:59.770000,352.0,865.0,1.0,[[113  79]],0.0,[],0.0
1263,1263,1263,0 days 00:42:49.400000,0 days 00:42:51.441000,0 days 00:42:50.429000,train,37.0,0.0,95.0,True,0 days 00:42:50.099000,0 days 00:42:50.147000,282.0,48.0,1.0,[[113  79]],0.0,[],0.0
1406,1406,1406,0 days 00:49:56,0 days 00:49:58.211000,0 days 00:49:57.177000,train,37.0,0.0,95.0,True,0 days 00:49:56.693000,0 days 00:49:56.891000,286.0,198.0,1.0,[[113  79]],0.0,[],0.0
1418,1418,1418,0 days 00:50:32.700000,0 days 00:50:35.776000,0 days 00:50:34.702000,val,37.0,0.0,95.0,True,0 days 00:50:33.522000,0 days 00:50:34.470000,232.0,948.0,1.0,[[113  79]],0.0,[],0.0
1576,1576,1576,0 days 00:58:33,0 days 00:58:35.936000,0 days 00:58:34.904000,train,37.0,0.0,95.0,True,0 days 00:58:33.808000,0 days 00:58:34.640000,264.0,832.0,1.0,[[113  79]],0.0,[],0.0
1644,1644,1644,0 days 01:01:55.500000,0 days 01:01:57.946000,0 days 01:01:56.935000,train,37.0,0.0,95.0,True,0 days 01:01:56.304000,0 days 01:01:56.636000,299.0,332.0,1.0,[[113  79]],0.0,[],0.0
1794,1794,1794,0 days 01:09:28.100000,0 days 01:09:30.751000,0 days 01:09:29.733000,train,37.0,0.0,95.0,True,0 days 01:09:28.924000,0 days 01:09:29.472000,261.0,548.0,1.0,[[113  79]],0.0,[],0.0
1922,1922,1922,0 days 01:15:58.100000,0 days 01:16:00.871000,0 days 01:15:59.795000,val,37.0,0.0,95.0,True,0 days 01:15:58.934000,0 days 01:15:59.499000,296.0,565.0,1.0,[[113  79]],0.0,[],0.0
1956,1956,1956,0 days 01:17:39.500000,0 days 01:17:42.431000,0 days 01:17:41.363000,train,37.0,0.0,95.0,True,0 days 01:17:40.200000,0 days 01:17:41.081000,282.0,881.0,1.0,[[113  79]],0.0,[],0.0
2015,2015,2015,0 days 01:20:34.900000,0 days 01:20:37.941000,0 days 01:20:36.921000,train,37.0,0.0,95.0,True,0 days 01:20:35.577000,0 days 01:20:36.492000,429.0,915.0,1.0,[[113  79]],0.0,[],0.0
2022,2022,2022,0 days 01:20:56.200000,0 days 01:20:59.161000,0 days 01:20:58.114000,train,37.0,0.0,95.0,True,0 days 01:20:57.149000,0 days 01:20:57.680000,434.0,531.0,1.0,[[113  79]],0.0,[],0.0
2148,2148,2148,0 days 01:27:14.300000,0 days 01:27:17.341000,0 days 01:27:15.975000,val,37.0,0.0,95.0,True,0 days 01:27:15.131000,0 days 01:27:15.612000,363.0,481.0,1.0,[[113  79]],0.0,[],0.0
2299,2299,2299,0 days 01:34:45.400000,0 days 01:34:47.786000,0 days 01:34:46.756000,train,37.0,0.0,95.0,True,0 days 01:34:46.077000,0 days 01:34:46.459000,297.0,382.0,1.0,[[113  79]],0.0,[],0.0
2315,2315,2315,0 days 01:35:32,0 days 01:35:34.786000,0 days 01:35:33.763000,train,37.0,0.0,95.0,True,0 days 01:35:32.850000,0 days 01:35:33.448000,315.0,598.0,1.0,[[113  79]],0.0,[],0.0
2341,2341,2341,0 days 01:36:50.800000,0 days 01:36:53.796000,0 days 01:36:52.799000,train,37.0,0.0,95.0,True,0 days 01:36:51.656000,0 days 01:36:52.487000,312.0,831.0,1.0,[[113  79]],0.0,[],0.0
2413,2413,2413,0 days 01:40:28,0 days 01:40:30.671000,0 days 01:40:29.644000,train,37.0,0.0,95.0,True,0 days 01:40:28.865000,0 days 01:40:29.330000,314.0,465.0,1.0,[[113  79]],0.0,[],0.0
2506,2506,2506,0 days 01:45:12.400000,0 days 01:45:15.376000,0 days 01:45:14.319000,train,37.0,0.0,95.0,True,0 days 01:45:13.247000,0 days 01:45:14.062000,257.0,815.0,1.0,[[113  79]],0.0,[],0.0
2644,2644,2644,0 days 01:52:04.100000,0 days 01:52:06.531000,0 days 01:52:05.476000,val,37.0,0.0,95.0,True,0 days 01:52:04.760000,0 days 01:52:05.141000,335.0,381.0,1.0,[[113  79]],0.0,[],0.0
2841,2841,2841,0 days 02:02:04.800000,0 days 02:02:07.541000,0 days 02:02:06.448000,val,37.0,0.0,95.0,True,0 days 02:02:05.610000,0 days 02:02:06.142000,306.0,532.0,1.0,[[113  79]],0.0,[],0.0
630,630,630,0 days 00:10:32.900000,0 days 00:10:35.671000,0 days 00:10:34.591000,train,38.0,0.0,96.0,True,0 days 00:10:33.816000,0 days 00:10:34.281000,310.0,465.0,1.0,[[-123   25]],0.0,[],0.0
861,861,861,0 days 00:22:20.200000,0 days 00:22:23.156000,0 days 00:22:22.069000,train,38.0,0.0,96.0,True,0 days 00:22:21.107000,0 days 00:22:21.789000,280.0,682.0,1.0,[[-123   25]],0.0,[],0.0
925,925,925,0 days 00:25:36.100000,0 days 00:25:38.926000,0 days 00:25:37.817000,train,38.0,0.0,96.0,True,0 days 00:25:36.848000,0 days 00:25:37.529000,288.0,681.0,1.0,[[-123   25]],0.0,[],0.0
945,945,945,0 days 00:26:37.700000,0 days 00:26:40.366000,0 days 00:26:39.285000,train,38.0,0.0,96.0,True,0 days 00:26:38.480000,0 days 00:26:38.978000,307.0,498.0,1.0,[[-123   25]],0.0,[],0.0
980,980,980,0 days 00:28:28,0 days 00:28:30.671000,0 days 00:28:29.626000,train,38.0,0.0,96.0,True,0 days 00:28:28.828000,0 days 00:28:29.376000,250.0,548.0,1.0,[[-123   25]],0.0,[],0.0
1070,1070,1070,0 days 00:33:00.300000,0 days 00:33:03.191000,0 days 00:33:02.075000,train,38.0,0.0,96.0,True,0 days 00:33:00.954000,0 days 00:33:01.769000,306.0,815.0,1.0,[[-123   25]],0.0,[],0.0
1108,1108,1108,0 days 00:34:57.300000,0 days 00:35:00.056000,0 days 00:34:58.834000,train,38.0,0.0,96.0,True,0 days 00:34:58.030000,0 days 00:34:58.494000,340.0,464.0,1.0,[[-123   25]],0.0,[],0.0
1407,1407,1407,0 days 00:49:58.300000,0 days 00:50:01.481000,0 days 00:50:00.337000,train,38.0,0.0,96.0,True,0 days 00:49:59.190000,0 days 00:49:59.972000,365.0,782.0,1.0,[[-123   25]],0.0,[],0.0
1431,1431,1431,0 days 00:51:12.700000,0 days 00:51:15.256000,0 days 00:51:14.252000,val,38.0,0.0,96.0,True,0 days 00:51:13.505000,0 days 00:51:13.953000,299.0,448.0,1.0,[[-123   25]],0.0,[],0.0
1601,1601,1601,0 days 00:59:47.500000,0 days 00:59:50.391000,0 days 00:59:49.396000,train,38.0,0.0,96.0,True,0 days 00:59:48.441000,0 days 00:59:48.939000,457.0,498.0,1.0,[[-123   25]],0.0,[],0.0
1668,1668,1668,0 days 01:03:04.600000,0 days 01:03:07.776000,0 days 01:03:06.804000,val,38.0,0.0,96.0,True,0 days 01:03:05.551000,0 days 01:03:06.533000,271.0,982.0,1.0,[[-123   25]],0.0,[],0.0
1791,1791,1791,0 days 01:09:18.200000,0 days 01:09:21.331000,0 days 01:09:19.857000,train,38.0,0.0,96.0,True,0 days 01:09:18.871000,0 days 01:09:19.585000,272.0,714.0,1.0,[[-123   25]],0.0,[],0.0
1890,1890,1890,0 days 01:14:21.300000,0 days 01:14:24.036000,0 days 01:14:22.904000,val,38.0,0.0,96.0,True,0 days 01:14:22.245000,0 days 01:14:22.326000,578.0,81.0,1.0,[[-123   25]],0.0,[],0.0
1944,1944,1944,0 days 01:17:05.100000,0 days 01:17:08.136000,0 days 01:17:06.992000,train,38.0,0.0,96.0,True,0 days 01:17:05.762000,0 days 01:17:06.677000,315.0,915.0,1.0,[[-123   25]],0.0,[],0.0
2000,2000,2000,0 days 01:19:51.400000,0 days 01:19:54.616000,0 days 01:19:53.439000,train,38.0,0.0,96.0,True,0 days 01:19:52.159000,0 days 01:19:53.091000,348.0,932.0,1.0,[[-123   25]],0.0,[],0.0
2013,2013,2013,0 days 01:20:29.300000,0 days 01:20:32.346000,0 days 01:20:31.290000,train,38.0,0.0,96.0,True,0 days 01:20:30.109000,0 days 01:20:30.924000,366.0,815.0,1.0,[[-123   25]],0.0,[],0.0
2060,2060,2060,0 days 01:22:50.200000,0 days 01:22:53.511000,0 days 01:22:52.348000,val,38.0,0.0,96.0,True,0 days 01:22:51.112000,0 days 01:22:51.976000,372.0,864.0,1.0,[[-123   25]],0.0,[],0.0
2172,2172,2172,0 days 01:28:27.500000,0 days 01:28:29.591000,0 days 01:28:28.531000,val,38.0,0.0,96.0,True,0 days 01:28:28.177000,0 days 01:28:28.192000,339.0,15.0,1.0,[[-123   25]],0.0,[],0.0
2543,2543,2543,0 days 01:46:59.800000,0 days 01:47:02.746000,0 days 01:47:01.666000,train,38.0,0.0,96.0,True,0 days 01:47:00.512000,0 days 01:47:01.361000,305.0,849.0,1.0,[[-123   25]],0.0,[],0.0
2593,2593,2593,0 days 01:49:30.300000,0 days 01:49:32.796000,0 days 01:49:31.656000,train,38.0,0.0,96.0,True,0 days 01:49:30.984000,0 days 01:49:31.398000,258.0,414.0,1.0,[[-123   25]],0.0,[],0.0
2632,2632,2632,0 days 01:51:28.400000,0 days 01:51:30.966000,0 days 01:51:29.927000,val,38.0,0.0,96.0,True,0 days 01:51:29.090000,0 days 01:51:29.605000,322.0,515.0,1.0,[[-123   25]],0.0,[],0.0
2694,2694,2694,0 days 01:54:34.500000,0 days 01:54:36.856000,0 days 01:54:35.737000,train,38.0,0.0,96.0,True,0 days 01:54:35.224000,0 days 01:54:35.456000,281.0,232.0,1.0,[[-123   25]],0.0,[],0.0
597,597,597,0 days 00:08:52.200000,0 days 00:08:54.881000,0 days 00:08:53.824000,val,39.0,0.0,97.0,True,0 days 00:08:52.914000,0 days 00:08:53.512000,312.0,598.0,1.0,[[129 -29]],0.0,[],0.0
600,600,600,0 days 00:09:00.300000,0 days 00:09:03.536000,0 days 00:09:02.424000,train,39.0,0.0,97.0,True,0 days 00:09:01.106000,0 days 00:09:02.054000,370.0,948.0,1.0,[[129 -29]],0.0,[],0.0
633,633,633,0 days 00:10:42.600000,0 days 00:10:45.371000,0 days 00:10:44.344000,val,39.0,0.0,97.0,True,0 days 00:10:43.393000,0 days 00:10:44.092000,252.0,699.0,1.0,[[129 -29]],0.0,[],0.0
670,670,670,0 days 00:12:37.200000,0 days 00:12:40.146000,0 days 00:12:39.115000,train,39.0,0.0,97.0,True,0 days 00:12:38,0 days 00:12:38.665000,450.0,665.0,1.0,[[129 -29]],0.0,[],0.0
743,743,743,0 days 00:16:21.100000,0 days 00:16:23.931000,0 days 00:16:22.829000,train,39.0,0.0,97.0,True,0 days 00:16:21.874000,0 days 00:16:22.572000,257.0,698.0,1.0,[[129 -29]],0.0,[],0.0
817,817,817,0 days 00:20:09.300000,0 days 00:20:12.306000,0 days 00:20:11.264000,train,39.0,0.0,97.0,True,0 days 00:20:09.999000,0 days 00:20:10.981000,283.0,982.0,1.0,[[129 -29]],0.0,[],0.0
875,875,875,0 days 00:23:05.900000,0 days 00:23:08.551000,0 days 00:23:07.555000,train,39.0,0.0,97.0,True,0 days 00:23:06.802000,0 days 00:23:07.251000,304.0,449.0,1.0,[[129 -29]],0.0,[],0.0
1092,1092,1092,0 days 00:34:06.800000,0 days 00:34:09.496000,0 days 00:34:08.465000,train,39.0,0.0,97.0,True,0 days 00:34:07.711000,0 days 00:34:08.176000,289.0,465.0,1.0,[[129 -29]],0.0,[],0.0
1294,1294,1294,0 days 00:44:21.800000,0 days 00:44:24.786000,0 days 00:44:23.774000,train,39.0,0.0,97.0,True,0 days 00:44:22.677000,0 days 00:44:23.525000,249.0,848.0,1.0,[[129 -29]],0.0,[],0.0
1469,1469,1469,0 days 00:53:08.200000,0 days 00:53:11.076000,0 days 00:53:10.013000,train,39.0,0.0,97.0,True,0 days 00:53:08.984000,0 days 00:53:09.716000,297.0,732.0,1.0,[[129 -29]],0.0,[],0.0
1527,1527,1527,0 days 00:56:02.400000,0 days 00:56:05.096000,0 days 00:56:04.036000,train,39.0,0.0,97.0,True,0 days 00:56:03.234000,0 days 00:56:03.699000,337.0,465.0,1.0,[[129 -29]],0.0,[],0.0
1704,1704,1704,0 days 01:04:52.900000,0 days 01:04:55.636000,0 days 01:04:54.579000,val,39.0,0.0,97.0,True,0 days 01:04:53.562000,0 days 01:04:54.327000,252.0,765.0,1.0,[[129 -29]],0.0,[],0.0
1952,1952,1952,0 days 01:17:27.800000,0 days 01:17:30.426000,0 days 01:17:29.349000,train,39.0,0.0,97.0,True,0 days 01:17:28.549000,0 days 01:17:29.047000,302.0,498.0,1.0,[[129 -29]],0.0,[],0.0
1976,1976,1976,0 days 01:18:39.100000,0 days 01:18:41.461000,0 days 01:18:40.471000,train,39.0,0.0,97.0,True,0 days 01:18:39.967000,0 days 01:18:40.215000,256.0,248.0,1.0,[[129 -29]],0.0,[],0.0
2099,2099,2099,0 days 01:24:48.600000,0 days 01:24:51.566000,0 days 01:24:50.499000,train,39.0,0.0,97.0,True,0 days 01:24:49.484000,0 days 01:24:50.149000,350.0,665.0,1.0,[[129 -29]],0.0,[],0.0
2305,2305,2305,0 days 01:35:01.600000,0 days 01:35:04.536000,0 days 01:35:03.520000,train,39.0,0.0,97.0,True,0 days 01:35:02.376000,0 days 01:35:03.257000,263.0,881.0,1.0,[[129 -29]],0.0,[],0.0
2327,2327,2327,0 days 01:36:08.600000,0 days 01:36:11.461000,0 days 01:36:10.392000,val,39.0,0.0,97.0,True,0 days 01:36:09.481000,0 days 01:36:10.079000,313.0,598.0,1.0,[[129 -29]],0.0,[],0.0
2373,2373,2373,0 days 01:38:28,0 days 01:38:30.901000,0 days 01:38:29.841000,train,39.0,0.0,97.0,True,0 days 01:38:28.844000,0 days 01:38:29.543000,298.0,699.0,1.0,[[129 -29]],0.0,[],0.0
2382,2382,2382,0 days 01:38:55.300000,0 days 01:38:58.081000,0 days 01:38:57.057000,train,39.0,0.0,97.0,True,0 days 01:38:56.182000,0 days 01:38:56.781000,276.0,599.0,1.0,[[129 -29]],0.0,[],0.0
2832,2832,2832,0 days 02:01:39.100000,0 days 02:01:41.876000,0 days 02:01:40.880000,val,39.0,0.0,97.0,True,0 days 02:01:39.778000,0 days 02:01:40.510000,370.0,732.0,1.0,[[129 -29]],0.0,[],0.0
882,882,882,0 days 00:23:27.500000,0 days 00:23:30.556000,0 days 00:23:29.338000,train,1.0,1.0,1.0,True,0 days 00:23:28.270000,0 days 00:23:29.051000,287.0,781.0,1.0,[[111  85]],6.0,"[[ -69  -16   13   69]
 [-120  -62   83   15]
 [-100   93    8   62]
 [  72   98    9   57]
 [  64  -97   15   58]
 [ 127  -49   64    7]]",0.0
963,963,963,0 days 00:27:34.600000,0 days 00:27:37.611000,0 days 00:27:36.526000,train,1.0,1.0,1.0,True,0 days 00:27:35.516000,0 days 00:27:36.281000,245.0,765.0,1.0,[[111  85]],6.0,"[[ -69  -16   13   69]
 [-120  -62   83   15]
 [-100   93    8   62]
 [  72   98    9   57]
 [  64  -97   15   58]
 [ 127  -49   64    7]]",0.0
972,972,972,0 days 00:28:02.600000,0 days 00:28:05.381000,0 days 00:28:04.233000,val,1.0,1.0,1.0,True,0 days 00:28:03.308000,0 days 00:28:03.873000,360.0,565.0,1.0,[[111  85]],6.0,"[[ -69  -16   13   69]
 [-120  -62   83   15]
 [-100   93    8   62]
 [  72   98    9   57]
 [  64  -97   15   58]
 [ 127  -49   64    7]]",0.0
978,978,978,0 days 00:28:21.400000,0 days 00:28:24.586000,0 days 00:28:23.465000,train,1.0,1.0,1.0,True,0 days 00:28:22.219000,0 days 00:28:23.184000,281.0,965.0,1.0,[[111  85]],6.0,"[[ -69  -16   13   69]
 [-120  -62   83   15]
 [-100   93    8   62]
 [  72   98    9   57]
 [  64  -97   15   58]
 [ 127  -49   64    7]]",0.0
1077,1077,1077,0 days 00:33:21.600000,0 days 00:33:24.106000,0 days 00:33:23,train,1.0,1.0,1.0,True,0 days 00:33:22.392000,0 days 00:33:22.724000,276.0,332.0,1.0,[[111  85]],6.0,"[[ -69  -16   13   69]
 [-120  -62   83   15]
 [-100   93    8   62]
 [  72   98    9   57]
 [  64  -97   15   58]
 [ 127  -49   64    7]]",0.0
1332,1332,1332,0 days 00:46:13.100000,0 days 00:46:15.741000,0 days 00:46:14.649000,train,1.0,1.0,1.0,True,0 days 00:46:13.756000,0 days 00:46:14.371000,278.0,615.0,1.0,[[111  85]],6.0,"[[ -69  -16   13   69]
 [-120  -62   83   15]
 [-100   93    8   62]
 [  72   98    9   57]
 [  64  -97   15   58]
 [ 127  -49   64    7]]",0.0
